"Fecha","Unidades"
2016-01-12,805
2016-01-13,947
2016-01-14,942
2016-01-15,887
2016-01-16,268
2016-01-17,3
2016-01-18,671
2016-01-19,832
2016-01-20,950
2016-01-21,964
2016-01-22,889
2016-01-23,283
2016-01-24,3
2016-01-25,707
2016-01-26,895
2016-01-27,1010
2016-01-28,1056
2016-01-29,1334
2016-01-30,390
2016-01-31,4
2016-02-01,606
2016-02-02,745
2016-02-03,862
2016-02-04,875
2016-02-05,915
2016-02-06,281
2016-02-07,3
2016-02-08,694
2016-02-09,857
2016-02-10,992
2016-02-11,1001
2016-02-12,1027
2016-02-13,314
2016-02-14,3
2016-02-15,662
2016-02-16,828
2016-02-17,955
2016-02-18,977
2016-02-19,1020
2016-02-20,313
2016-02-21,3
2016-02-22,730
2016-02-23,919
2016-02-24,1058
2016-02-25,1071
2016-02-26,1202
2016-02-27,407
2016-02-28,3
2016-02-29,902
2016-03-01,680
2016-03-02,830
2016-03-03,849
2016-03-04,886
2016-03-05,294
2016-03-06,3
2016-03-07,621
2016-03-08,786
2016-03-09,932
2016-03-10,971
2016-03-11,993
2016-03-12,335
2016-03-13,3
2016-03-14,700
2016-03-15,778
2016-03-16,909
2016-03-17,938
2016-03-18,951
2016-03-19,317
2016-03-20,3
2016-03-21,30
2016-03-22,754
2016-03-23,928
2016-03-24,39
2016-03-25,43
2016-03-26,395
2016-03-27,3
2016-03-28,767
2016-03-29,1248
2016-03-30,1506
2016-03-31,1331
2016-04-01,685
2016-04-02,234
2016-04-03,2
2016-04-04,552
2016-04-05,688
2016-04-06,811
2016-04-07,873
2016-04-08,948
2016-04-09,320
2016-04-10,3
2016-04-11,668
2016-04-12,878
2016-04-13,1053
2016-04-14,1059
2016-04-15,910
2016-04-16,299
2016-04-17,3
2016-04-18,655
2016-04-19,851
2016-04-20,999
2016-04-21,1023
2016-04-22,1006
2016-04-23,340
2016-04-24,3
2016-04-25,719
2016-04-26,944
2016-04-27,1126
2016-04-28,1197
2016-04-29,1484
2016-04-30,381
2016-05-01,2
2016-05-02,544
2016-05-03,705
2016-05-04,831
2016-05-05,861
2016-05-06,929
2016-05-07,316
2016-05-08,3
2016-05-09,28
2016-05-10,847
2016-05-11,996
2016-05-12,1012
2016-05-13,1041
2016-05-14,351
2016-05-15,3
2016-05-16,618
2016-05-17,745
2016-05-18,924
2016-05-19,971
2016-05-20,1032
2016-05-21,343
2016-05-22,3
2016-05-23,675
2016-05-24,906
2016-05-25,1062
2016-05-26,1101
2016-05-27,1181
2016-05-28,411
2016-05-29,4
2016-05-30,41
2016-05-31,1177
2016-06-01,802
2016-06-02,850
2016-06-03,872
2016-06-04,296
2016-06-05,3
2016-06-06,585
2016-06-07,744
2016-06-08,914
2016-06-09,963
2016-06-10,1004
2016-06-11,329
2016-06-12,3
2016-06-13,32
2016-06-14,844
2016-06-15,891
2016-06-16,935
2016-06-17,1000
2016-06-18,327
2016-06-19,3
2016-06-20,700
2016-06-21,917
2016-06-22,998
2016-06-23,1037
2016-06-24,1111
2016-06-25,372
2016-06-26,3
2016-06-27,760
2016-06-28,916
2016-06-29,1414
2016-06-30,1306
2016-07-01,763
2016-07-02,254
2016-07-03,2
2016-07-04,24
2016-07-05,713
2016-07-06,855
2016-07-07,888
2016-07-08,904
2016-07-09,307
2016-07-10,3
2016-07-11,634
2016-07-12,840
2016-07-13,991
2016-07-14,1019
2016-07-15,853
2016-07-16,284
2016-07-17,2
2016-07-18,601
2016-07-19,732
2016-07-20,36
2016-07-21,949
2016-07-22,983
2016-07-23,325
2016-07-24,3
2016-07-25,685
2016-07-26,918
2016-07-27,1092
2016-07-28,1135
2016-07-29,1384
2016-07-30,493
2016-07-31,4
2016-08-01,587
2016-08-02,764
2016-08-03,908
2016-08-04,945
2016-08-05,946
2016-08-06,267
2016-08-07,3
2016-08-08,640
2016-08-09,856
2016-08-10,1011
2016-08-11,1025
2016-08-12,1069
2016-08-13,358
2016-08-14,3
2016-08-15,28
2016-08-16,760
2016-08-17,914
2016-08-18,987
2016-08-19,1059
2016-08-20,354
2016-08-21,3
2016-08-22,692
2016-08-23,912
2016-08-24,1090
2016-08-25,1141
2016-08-26,1201
2016-08-27,418
2016-08-28,3
2016-08-29,948
2016-08-30,1389
2016-08-31,1418
2016-09-01,831
2016-09-02,859
2016-09-03,299
2016-09-04,3
2016-09-05,614
2016-09-06,826
2016-09-07,963
2016-09-08,979
2016-09-09,1011
2016-09-10,339
2016-09-11,3
2016-09-12,705
2016-09-13,933
2016-09-14,1086
2016-09-15,942
2016-09-16,972
2016-09-17,324
2016-09-18,3
2016-09-19,685
2016-09-20,876
2016-09-21,1056
2016-09-22,1014
2016-09-23,1078
2016-09-24,359
2016-09-25,3
2016-09-26,762
2016-09-27,1020
2016-09-28,1236
2016-09-29,1607
2016-09-30,1321
2016-10-01,250
2016-10-02,2
2016-10-03,542
2016-10-04,702
2016-10-05,837
2016-10-06,853
2016-10-07,876
2016-10-08,288
2016-10-09,3
2016-10-10,612
2016-10-11,737
2016-10-12,892
2016-10-13,949
2016-10-14,1014
2016-10-15,284
2016-10-16,3
2016-10-17,27
2016-10-18,782
2016-10-19,934
2016-10-20,959
2016-10-21,1003
2016-10-22,310
2016-10-23,3
2016-10-24,662
2016-10-25,867
2016-10-26,1032
2016-10-27,1072
2016-10-28,1139
2016-10-29,454
2016-10-30,4
2016-10-31,881
2016-11-01,671
2016-11-02,796
2016-11-03,844
2016-11-04,891
2016-11-05,299
2016-11-06,3
2016-11-07,29
2016-11-08,839
2016-11-09,983
2016-11-10,983
2016-11-11,1034
2016-11-12,337
2016-11-13,3
2016-11-14,32
2016-11-15,738
2016-11-16,881
2016-11-17,947
2016-11-18,1042
2016-11-19,349
2016-11-20,3
2016-11-21,732
2016-11-22,890
2016-11-23,1056
2016-11-24,1100
2016-11-25,1174
2016-11-26,401
2016-11-27,3
2016-11-28,808
2016-11-29,1395
2016-11-30,1387
2016-12-01,1178
2016-12-02,1183
2016-12-03,416
2016-12-04,3
2016-12-05,849
2016-12-06,1127
2016-12-07,1137
2016-12-08,51
2016-12-09,1460
2016-12-10,506
2016-12-11,4
2016-12-12,1014
2016-12-13,1386
2016-12-14,1649
2016-12-15,1438
2016-12-16,1533
2016-12-17,541
2016-12-18,4
2016-12-19,1042
2016-12-20,1443
2016-12-21,1785
2016-12-22,1706
2016-12-23,1577
2016-12-24,436
2016-12-25,4
2016-12-26,1085
2016-12-27,1546
2016-12-28,1979
2016-12-29,2573
2016-12-30,1898
2016-12-31,622
